position,handedness,name,pitcher,p_throws,lineup_spot,away_team,home_team,status,hours_before,time
RF,L,Wilyer Abreu,Zach Thornton,L,3,BOS,NYM,away,0.0,2026-07-12 13:20:32.005018
1B,R,R. Gonzalez,Zach Thornton,L,4,BOS,NYM,away,0.0,2026-07-12 13:20:32.005018
3B,R,Caleb Durbin,Zach Thornton,L,5,BOS,NYM,away,0.0,2026-07-12 13:20:32.005018
SS,R,A. Monasterio,Zach Thornton,L,6,BOS,NYM,away,0.0,2026-07-12 13:20:32.005018
DH,L,Jarren Duran,Zach Thornton,L,7,BOS,NYM,away,0.0,2026-07-12 13:20:32.005018
LF,R,Nate Eaton,Zach Thornton,L,8,BOS,NYM,away,0.0,2026-07-12 13:20:32.005018
C,R,Connor Wong,Zach Thornton,L,9,BOS,NYM,away,0.0,2026-07-12 13:20:32.005018
CF,L,A.J. Ewing,Payton Tolle,L,1,BOS,NYM,home,0.0,2026-07-12 13:20:32.005018
DH,L,Juan Soto,Payton Tolle,L,2,BOS,NYM,home,0.0,2026-07-12 13:20:32.005018
SS,S,F. Lindor,Payton Tolle,L,3,BOS,NYM,home,0.0,2026-07-12 13:20:32.005018
1B,R,Eric Wagaman,Payton Tolle,L,4,BOS,NYM,home,0.0,2026-07-12 13:20:32.005018
RF,L,Carson Benge,Payton Tolle,L,5,BOS,NYM,home,0.0,2026-07-12 13:20:32.005018
LF,R,T. Taylor,Payton Tolle,L,6,BOS,NYM,home,0.0,2026-07-12 13:20:32.005018
C,R,Luis Torrens,Payton Tolle,L,7,BOS,NYM,home,0.0,2026-07-12 13:20:32.005018
3B,L,Brett Baty,Payton Tolle,L,8,BOS,NYM,home,0.0,2026-07-12 13:20:32.005018
2B,R,Zack Short,Payton Tolle,L,9,BOS,NYM,home,0.0,2026-07-12 13:20:32.005018
2B,L,T. Bazzana,Tyler Phillips,R,1,CLE,MIA,away,0.0,2026-07-12 13:20:32.005018
SS,S,B. Rocchio,Tyler Phillips,R,2,CLE,MIA,away,0.0,2026-07-12 13:20:32.005018
DH,L,C. DeLauter,Tyler Phillips,R,3,CLE,MIA,away,0.0,2026-07-12 13:20:32.005018
1B,L,K. Manzardo,Tyler Phillips,R,4,CLE,MIA,away,0.0,2026-07-12 13:20:32.005018
RF,L,K. Watson,Tyler Phillips,R,5,CLE,MIA,away,0.0,2026-07-12 13:20:32.005018
3B,R,G. Arias,Tyler Phillips,R,6,CLE,MIA,away,0.0,2026-07-12 13:20:32.005018
CF,L,Petey Halpin,Tyler Phillips,R,7,CLE,MIA,away,0.0,2026-07-12 13:20:32.005018
C,S,P. Bailey,Tyler Phillips,R,8,CLE,MIA,away,0.0,2026-07-12 13:20:32.005018
LF,L,Steven Kwan,Tyler Phillips,R,9,CLE,MIA,away,0.0,2026-07-12 13:20:32.005018
SS,R,Otto Lopez,Joey Cantillo,L,1,CLE,MIA,home,0.0,2026-07-12 13:20:32.005018
LF,R,H. Hernandez,Joey Cantillo,L,2,CLE,MIA,home,0.0,2026-07-12 13:20:32.005018
1B,L,Liam Hicks,Joey Cantillo,L,3,CLE,MIA,home,0.0,2026-07-12 13:20:32.005018
2B,S,X. Edwards,Joey Cantillo,L,4,CLE,MIA,home,0.0,2026-07-12 13:20:32.005018
RF,R,J. Sanoja,Joey Cantillo,L,5,CLE,MIA,home,0.0,2026-07-12 13:20:32.005018
3B,R,Leo Jimenez,Joey Cantillo,L,6,CLE,MIA,home,0.0,2026-07-12 13:20:32.005018
CF,R,Esteury Ruiz,Joey Cantillo,L,7,CLE,MIA,home,0.0,2026-07-12 13:20:32.005018
DH,R,Rece Hinds,Joey Cantillo,L,8,CLE,MIA,home,0.0,2026-07-12 13:20:32.005018
C,R,B. Navarreto,Joey Cantillo,L,9,CLE,MIA,home,0.0,2026-07-12 13:20:32.005018
SS,L,J. Crawford,Ian Seymour,L,1,SEA,TB,away,0.0,2026-07-12 13:20:32.005018
LF,R,R. Arozarena,Ian Seymour,L,2,SEA,TB,away,0.0,2026-07-12 13:20:32.005018
DH,S,Cal Raleigh,Ian Seymour,L,3,SEA,TB,away,0.0,2026-07-12 13:20:32.005018
1B,L,Josh Naylor,Ian Seymour,L,4,SEA,TB,away,0.0,2026-07-12 13:20:32.005018
C,R,Mitch Garver,Ian Seymour,L,5,SEA,TB,away,0.0,2026-07-12 13:20:32.005018
2B,L,Cole Young,Ian Seymour,L,6,SEA,TB,away,0.0,2026-07-12 13:20:32.005018
CF,R,V. Robles,Ian Seymour,L,7,SEA,TB,away,0.0,2026-07-12 13:20:32.005018
RF,R,W. Wilson,Ian Seymour,L,8,SEA,TB,away,0.0,2026-07-12 13:20:32.005018
3B,R,B. Kennedy,Ian Seymour,L,9,SEA,TB,away,0.0,2026-07-12 13:20:32.005018
DH,R,Yandy Diaz,Emerson Hancock,R,1,SEA,TB,home,0.0,2026-07-12 13:20:32.005018
1B,L,J. Aranda,Emerson Hancock,R,2,SEA,TB,home,0.0,2026-07-12 13:20:32.005018
3B,R,J. Caminero,Emerson Hancock,R,3,SEA,TB,home,0.0,2026-07-12 13:20:32.005018
CF,L,C. Mullins,Emerson Hancock,R,4,SEA,TB,home,0.0,2026-07-12 13:20:32.005018
LF,L,C. Simpson,Emerson Hancock,R,5,SEA,TB,home,0.0,2026-07-12 13:20:32.005018
RF,L,Victor Mesa,Emerson Hancock,R,6,SEA,TB,home,0.0,2026-07-12 13:20:32.005018
SS,S,Taylor Walls,Emerson Hancock,R,7,SEA,TB,home,0.0,2026-07-12 13:20:32.005018
2B,L,R. Palacios,Emerson Hancock,R,8,SEA,TB,home,0.0,2026-07-12 13:20:32.005018
C,L,H. Feduccia,Emerson Hancock,R,9,SEA,TB,home,0.0,2026-07-12 13:20:32.005018
SS,R,Jacob Wilson,Noah Schultz,L,1,ATH,CWS,away,1.0,2026-07-12 13:20:32.005018
3B,R,J. Kuroda-Grauer,Noah Schultz,L,2,ATH,CWS,away,1.0,2026-07-12 13:20:32.005018
C,R,S. Langeliers,Noah Schultz,L,3,ATH,CWS,away,1.0,2026-07-12 13:20:32.005018
DH,S,Jonah Heim,Noah Schultz,L,4,ATH,CWS,away,1.0,2026-07-12 13:20:32.005018
LF,R,Colby Thomas,Noah Schultz,L,5,ATH,CWS,away,1.0,2026-07-12 13:20:32.005018
1B,R,Joey Meneses,Noah Schultz,L,6,ATH,CWS,away,1.0,2026-07-12 13:20:32.005018
RF,L,L. Butler,Noah Schultz,L,7,ATH,CWS,away,1.0,2026-07-12 13:20:32.005018
CF,R,Henry Bolte,Noah Schultz,L,8,ATH,CWS,away,1.0,2026-07-12 13:20:32.005018
2B,R,A. Williams,Noah Schultz,L,9,ATH,CWS,away,1.0,2026-07-12 13:20:32.005018
LF,L,S. Antonacci,J.T. Ginn,R,1,ATH,CWS,home,1.0,2026-07-12 13:20:32.005018
1B,L,M. Murakami,J.T. Ginn,R,2,ATH,CWS,home,1.0,2026-07-12 13:20:32.005018
3B,R,M. Vargas,J.T. Ginn,R,3,ATH,CWS,home,1.0,2026-07-12 13:20:32.005018
SS,L,C. Montgomery,J.T. Ginn,R,4,ATH,CWS,home,1.0,2026-07-12 13:20:32.005018
DH,L,A. Benintendi,J.T. Ginn,R,5,ATH,CWS,home,1.0,2026-07-12 13:20:32.005018
C,L,Kyle Teel,J.T. Ginn,R,6,ATH,CWS,home,1.0,2026-07-12 13:20:32.005018
RF,S,B. Montgomery,J.T. Ginn,R,7,ATH,CWS,home,1.0,2026-07-12 13:20:32.005018
CF,L,T. Peters,J.T. Ginn,R,8,ATH,CWS,home,1.0,2026-07-12 13:20:32.005018
2B,R,C. Meidroth,J.T. Ginn,R,9,ATH,CWS,home,1.0,2026-07-12 13:20:32.005018
SS,R,Zach Neto,Taj Bradley,R,1,LAA,MIN,away,1.0,2026-07-12 13:20:32.005018
DH,R,Mike Trout,Taj Bradley,R,2,LAA,MIN,away,1.0,2026-07-12 13:20:32.005018
1B,L,N. Schanuel,Taj Bradley,R,3,LAA,MIN,away,1.0,2026-07-12 13:20:32.005018
RF,R,Jorge Soler,Taj Bradley,R,4,LAA,MIN,away,1.0,2026-07-12 13:20:32.005018
LF,R,Jo Adell,Taj Bradley,R,5,LAA,MIN,away,1.0,2026-07-12 13:20:32.005018
CF,L,Josh Lowe,Taj Bradley,R,6,LAA,MIN,away,1.0,2026-07-12 13:20:32.005018
2B,R,O. Peraza,Taj Bradley,R,7,LAA,MIN,away,1.0,2026-07-12 13:20:32.005018
3B,R,D. Guzman,Taj Bradley,R,8,LAA,MIN,away,1.0,2026-07-12 13:20:32.005018
C,R,L. O'Hoppe,Taj Bradley,R,9,LAA,MIN,away,1.0,2026-07-12 13:20:32.005018
LF,L,T. Larnach,Jose Soriano,R,1,LAA,MIN,home,1.0,2026-07-12 13:20:32.005018
C,R,Ryan Jeffers,Jose Soriano,R,2,LAA,MIN,home,1.0,2026-07-12 13:20:32.005018
DH,S,Josh Bell,Jose Soriano,R,3,LAA,MIN,home,1.0,2026-07-12 13:20:32.005018
2B,L,Kody Clemens,Jose Soriano,R,4,LAA,MIN,home,1.0,2026-07-12 13:20:32.005018
1B,R,Royce Lewis,Jose Soriano,R,5,LAA,MIN,home,1.0,2026-07-12 13:20:32.005018
3B,S,Brooks Lee,Jose Soriano,R,6,LAA,MIN,home,1.0,2026-07-12 13:20:32.005018
RF,L,Alan Roden,Jose Soriano,R,7,LAA,MIN,home,1.0,2026-07-12 13:20:32.005018
CF,R,L. Keaschall,Jose Soriano,R,8,LAA,MIN,home,1.0,2026-07-12 13:20:32.005018
SS,R,R. Kreidler,Jose Soriano,R,9,LAA,MIN,home,1.0,2026-07-12 13:20:32.005018
C,L,D. Baldwin,Dustin May,R,1,ATL,STL,away,1.0,2026-07-12 13:20:32.005018
2B,S,Ozzie Albies,Dustin May,R,2,ATL,STL,away,1.0,2026-07-12 13:20:32.005018
1B,L,Matt Olson,Dustin May,R,3,ATL,STL,away,1.0,2026-07-12 13:20:32.005018
CF,L,M. Harris,Dustin May,R,4,ATL,STL,away,1.0,2026-07-12 13:20:32.005018
LF,R,M. Dubon,Dustin May,R,5,ATL,STL,away,1.0,2026-07-12 13:20:32.005018
DH,L,D. Smith,Dustin May,R,6,ATL,STL,away,1.0,2026-07-12 13:20:32.005018
3B,R,Austin Riley,Dustin May,R,7,ATL,STL,away,1.0,2026-07-12 13:20:32.005018
SS,L,Jim Jarvis,Dustin May,R,8,ATL,STL,away,1.0,2026-07-12 13:20:32.005018
RF,R,B. Hicklen,Dustin May,R,9,ATL,STL,away,1.0,2026-07-12 13:20:32.005018
2B,L,J. Wetherholt,JR Ritchie,R,1,ATL,STL,home,1.0,2026-07-12 13:20:32.005018
DH,R,Ivan Herrera,JR Ritchie,R,2,ATL,STL,home,1.0,2026-07-12 13:20:32.005018
RF,R,J. Walker,JR Ritchie,R,3,ATL,STL,home,1.0,2026-07-12 13:20:32.005018
1B,L,A. Burleson,JR Ritchie,R,4,ATL,STL,home,1.0,2026-07-12 13:20:32.005018
LF,L,L. Nootbaar,JR Ritchie,R,5,ATL,STL,home,1.0,2026-07-12 13:20:32.005018
SS,R,Masyn Winn,JR Ritchie,R,6,ATL,STL,home,1.0,2026-07-12 13:20:32.005018
CF,L,N. Church,JR Ritchie,R,7,ATL,STL,home,1.0,2026-07-12 13:20:32.005018
3B,R,Jose Fermin,JR Ritchie,R,8,ATL,STL,home,1.0,2026-07-12 13:20:32.005018
C,L,Jimmy Crooks,JR Ritchie,R,9,ATL,STL,home,1.0,2026-07-12 13:20:32.005018
SS,R,Jeremy Pena,MacKenzie Gore,L,1,HOU,TEX,away,1.0,2026-07-12 13:20:32.005018
DH,L,Y. Alvarez,MacKenzie Gore,L,2,HOU,TEX,away,1.0,2026-07-12 13:20:32.005018
3B,R,I. Paredes,MacKenzie Gore,L,3,HOU,TEX,away,1.0,2026-07-12 13:20:32.005018
1B,R,C. Walker,MacKenzie Gore,L,4,HOU,TEX,away,1.0,2026-07-12 13:20:32.005018
2B,R,Jose Altuve,MacKenzie Gore,L,5,HOU,TEX,away,1.0,2026-07-12 13:20:32.005018
RF,R,Cam Smith,MacKenzie Gore,L,6,HOU,TEX,away,1.0,2026-07-12 13:20:32.005018
LF,L,LaMonte Wade,MacKenzie Gore,L,7,HOU,TEX,away,1.0,2026-07-12 13:20:32.005018
CF,R,B. Matthews,MacKenzie Gore,L,8,HOU,TEX,away,1.0,2026-07-12 13:20:32.005018
C,R,C. Vazquez,MacKenzie Gore,L,9,HOU,TEX,away,1.0,2026-07-12 13:20:32.005018
DH,L,Joc Pederson,Cristian Javier,R,1,HOU,TEX,home,1.0,2026-07-12 13:20:32.005018
LF,R,W. Langford,Cristian Javier,R,2,HOU,TEX,home,1.0,2026-07-12 13:20:32.005018
3B,R,Josh Jung,Cristian Javier,R,3,HOU,TEX,home,1.0,2026-07-12 13:20:32.005018
RF,L,B. Nimmo,Cristian Javier,R,4,HOU,TEX,home,1.0,2026-07-12 13:20:32.005018
1B,R,Jake Burger,Cristian Javier,R,5,HOU,TEX,home,1.0,2026-07-12 13:20:32.005018
SS,R,E. Duran,Cristian Javier,R,6,HOU,TEX,home,1.0,2026-07-12 13:20:32.005018
CF,L,Evan Carter,Cristian Javier,R,7,HOU,TEX,home,1.0,2026-07-12 13:20:32.005018
2B,L,Nicky Lopez,Cristian Javier,R,8,HOU,TEX,home,1.0,2026-07-12 13:20:32.005018
C,R,K. Higashioka,Cristian Javier,R,9,HOU,TEX,home,1.0,2026-07-12 13:20:32.005018
LF,L,J. McCarthy,Trevor McDonald,R,1,COL,SF,away,3.0,2026-07-12 13:20:32.005018
DH,L,M. Moniak,Trevor McDonald,R,2,COL,SF,away,3.0,2026-07-12 13:20:32.005018
C,R,H. Goodman,Trevor McDonald,R,3,COL,SF,away,3.0,2026-07-12 13:20:32.005018
1B,L,TJ Rumfield,Trevor McDonald,R,4,COL,SF,away,3.0,2026-07-12 13:20:32.005018
CF,S,Cole Carrigg,Trevor McDonald,R,5,COL,SF,away,3.0,2026-07-12 13:20:32.005018
3B,R,Kyle Karros,Trevor McDonald,R,6,COL,SF,away,3.0,2026-07-12 13:20:32.005018
RF,L,T. Johnston,Trevor McDonald,R,7,COL,SF,away,3.0,2026-07-12 13:20:32.005018
2B,L,E. Julien,Trevor McDonald,R,8,COL,SF,away,3.0,2026-07-12 13:20:32.005018
SS,R,E. Tovar,Trevor McDonald,R,9,COL,SF,away,3.0,2026-07-12 13:20:32.005018
LF,R,Heliot Ramos,Michael Lorenzen,R,1,COL,SF,home,3.0,2026-07-12 13:20:32.005018
2B,L,Luis Arraez,Michael Lorenzen,R,2,COL,SF,home,3.0,2026-07-12 13:20:32.005018
3B,R,C. Schmitt,Michael Lorenzen,R,3,COL,SF,home,3.0,2026-07-12 13:20:32.005018
1B,L,R. Devers,Michael Lorenzen,R,4,COL,SF,home,3.0,2026-07-12 13:20:32.005018
RF,L,Jung Hoo Lee,Michael Lorenzen,R,5,COL,SF,home,3.0,2026-07-12 13:20:32.005018
DH,L,B. Eldridge,Michael Lorenzen,R,6,COL,SF,home,3.0,2026-07-12 13:20:32.005018
SS,R,Willy Adames,Michael Lorenzen,R,7,COL,SF,home,3.0,2026-07-12 13:20:32.005018
CF,L,Drew Gilbert,Michael Lorenzen,R,8,COL,SF,home,3.0,2026-07-12 13:20:32.005018
C,L,D. Cavanaugh,Michael Lorenzen,R,9,COL,SF,home,3.0,2026-07-12 13:20:32.005018
2B,S,Ketel Marte,Emmet Sheehan,R,1,ARI,LAD,away,3.0,2026-07-12 13:20:32.005018
SS,S,G. Perdomo,Emmet Sheehan,R,2,ARI,LAD,away,3.0,2026-07-12 13:20:32.005018
RF,L,C. Carroll,Emmet Sheehan,R,3,ARI,LAD,away,3.0,2026-07-12 13:20:32.005018
C,R,G. Moreno,Emmet Sheehan,R,4,ARI,LAD,away,3.0,2026-07-12 13:20:32.005018
DH,R,L. Gurriel,Emmet Sheehan,R,5,ARI,LAD,away,3.0,2026-07-12 13:20:32.005018
LF,L,Max Kepler,Emmet Sheehan,R,6,ARI,LAD,away,3.0,2026-07-12 13:20:32.005018
3B,R,N. Arenado,Emmet Sheehan,R,7,ARI,LAD,away,3.0,2026-07-12 13:20:32.005018
1B,S,I. Vargas,Emmet Sheehan,R,8,ARI,LAD,away,3.0,2026-07-12 13:20:32.005018
CF,R,R. Waldschmidt,Emmet Sheehan,R,9,ARI,LAD,away,3.0,2026-07-12 13:20:32.005018
DH,L,S. Ohtani,Mitch Bratt,L,1,ARI,LAD,home,3.0,2026-07-12 13:20:32.005018
CF,R,Andy Pages,Mitch Bratt,L,2,ARI,LAD,home,3.0,2026-07-12 13:20:32.005018
1B,L,F. Freeman,Mitch Bratt,L,3,ARI,LAD,home,3.0,2026-07-12 13:20:32.005018
SS,R,Mookie Betts,Mitch Bratt,L,4,ARI,LAD,home,3.0,2026-07-12 13:20:32.005018
2B,S,Tommy Edman,Mitch Bratt,L,5,ARI,LAD,home,3.0,2026-07-12 13:20:32.005018
RF,L,Kyle Tucker,Mitch Bratt,L,6,ARI,LAD,home,3.0,2026-07-12 13:20:32.005018
LF,R,T. Hernandez,Mitch Bratt,L,7,ARI,LAD,home,3.0,2026-07-12 13:20:32.005018
3B,L,Max Muncy,Mitch Bratt,L,8,ARI,LAD,home,3.0,2026-07-12 13:20:32.005018
C,S,E. Alfonzo,Mitch Bratt,L,9,ARI,LAD,home,3.0,2026-07-12 13:20:32.005018
2B,R,E. Clement,German Marquez,R,1,TOR,SD,away,3.0,2026-07-12 13:20:32.005018
RF,L,Nathan Lukes,German Marquez,R,2,TOR,SD,away,3.0,2026-07-12 13:20:32.005018
1B,R,V. Guerrero,German Marquez,R,3,TOR,SD,away,3.0,2026-07-12 13:20:32.005018
DH,R,G. Springer,German Marquez,R,4,TOR,SD,away,3.0,2026-07-12 13:20:32.005018
CF,L,D. Varsho,German Marquez,R,5,TOR,SD,away,3.0,2026-07-12 13:20:32.005018
3B,R,K. Okamoto,German Marquez,R,6,TOR,SD,away,3.0,2026-07-12 13:20:32.005018
C,R,A. Kirk,German Marquez,R,7,TOR,SD,away,3.0,2026-07-12 13:20:32.005018
LF,S,J. Clase,German Marquez,R,8,TOR,SD,away,3.0,2026-07-12 13:20:32.005018
SS,L,A. Gimenez,German Marquez,R,9,TOR,SD,away,3.0,2026-07-12 13:20:32.005018
RF,R,F. Tatis,Kevin Gausman,R,1,TOR,SD,home,3.0,2026-07-12 13:20:32.005018
CF,L,J. Merrill,Kevin Gausman,R,2,TOR,SD,home,3.0,2026-07-12 13:20:32.005018
SS,R,X. Bogaerts,Kevin Gausman,R,3,TOR,SD,home,3.0,2026-07-12 13:20:32.005018
DH,R,M. Machado,Kevin Gausman,R,4,TOR,SD,home,3.0,2026-07-12 13:20:32.005018
LF,L,Gavin Sheets,Kevin Gausman,R,5,TOR,SD,home,3.0,2026-07-12 13:20:32.005018
1B,R,Ty France,Kevin Gausman,R,6,TOR,SD,home,3.0,2026-07-12 13:20:32.005018
2B,L,J. Cronenworth,Kevin Gausman,R,7,TOR,SD,home,3.0,2026-07-12 13:20:32.005018
C,R,L. Campusano,Kevin Gausman,R,8,TOR,SD,home,3.0,2026-07-12 13:20:32.005018
3B,L,S. Song,Kevin Gausman,R,9,TOR,SD,home,3.0,2026-07-12 13:20:32.005018
DH,L,S. Ohtani,Gerrit Cole,R,1,LAD,NYY,away,0.0,2026-07-17 19:00:09.773494
CF,R,Andy Pages,Gerrit Cole,R,2,LAD,NYY,away,0.0,2026-07-17 19:00:09.773494
1B,L,F. Freeman,Gerrit Cole,R,3,LAD,NYY,away,0.0,2026-07-17 19:00:09.773494
SS,R,Mookie Betts,Gerrit Cole,R,4,LAD,NYY,away,0.0,2026-07-17 19:00:09.773494
3B,L,Max Muncy,Gerrit Cole,R,5,LAD,NYY,away,0.0,2026-07-17 19:00:09.773494
RF,L,Kyle Tucker,Gerrit Cole,R,6,LAD,NYY,away,0.0,2026-07-17 19:00:09.773494
LF,R,T. Hernandez,Gerrit Cole,R,7,LAD,NYY,away,0.0,2026-07-17 19:00:09.773494
C,L,D. Rushing,Gerrit Cole,R,8,LAD,NYY,away,0.0,2026-07-17 19:00:09.773494
2B,S,Tommy Edman,Gerrit Cole,R,9,LAD,NYY,away,0.0,2026-07-17 19:00:09.773494
CF,L,T. Grisham,Roki Sasaki,R,1,LAD,NYY,home,0.0,2026-07-17 19:00:09.773494
DH,L,Ben Rice,Roki Sasaki,R,2,LAD,NYY,home,0.0,2026-07-17 19:00:09.773494
1B,R,P. Goldschmidt,Roki Sasaki,R,3,LAD,NYY,home,0.0,2026-07-17 19:00:09.773494
LF,L,C. Bellinger,Roki Sasaki,R,4,LAD,NYY,home,0.0,2026-07-17 19:00:09.773494
RF,S,J. Dominguez,Roki Sasaki,R,5,LAD,NYY,home,0.0,2026-07-17 19:00:09.773494
2B,L,J. Chisholm,Roki Sasaki,R,6,LAD,NYY,home,0.0,2026-07-17 19:00:09.773494
SS,R,J. Caballero,Roki Sasaki,R,7,LAD,NYY,home,0.0,2026-07-17 19:00:09.773494
3B,L,Ryan McMahon,Roki Sasaki,R,8,LAD,NYY,home,0.0,2026-07-17 19:00:09.773494
C,L,Austin Wells,Roki Sasaki,R,9,LAD,NYY,home,0.0,2026-07-17 19:00:09.773494
DH,R,Yandy Diaz,Eduardo Rivera,L,1,TB,BOS,away,0.0,2026-07-17 19:00:09.773494
1B,L,J. Aranda,Eduardo Rivera,L,2,TB,BOS,away,0.0,2026-07-17 19:00:09.773494
3B,R,J. Caminero,Eduardo Rivera,L,3,TB,BOS,away,0.0,2026-07-17 19:00:09.773494
LF,R,Ryan Vilade,Eduardo Rivera,L,4,TB,BOS,away,0.0,2026-07-17 19:00:09.773494
CF,L,C. Mullins,Eduardo Rivera,L,5,TB,BOS,away,0.0,2026-07-17 19:00:09.773494
RF,R,Jonny DeLuca,Eduardo Rivera,L,6,TB,BOS,away,0.0,2026-07-17 19:00:09.773494
2B,R,B. Williamson,Eduardo Rivera,L,7,TB,BOS,away,0.0,2026-07-17 19:00:09.773494
C,L,H. Feduccia,Eduardo Rivera,L,8,TB,BOS,away,0.0,2026-07-17 19:00:09.773494
SS,S,Taylor Walls,Eduardo Rivera,L,9,TB,BOS,away,0.0,2026-07-17 19:00:09.773494
2B,L,A. Seigler,Mason Englert,R,1,TB,BOS,home,0.0,2026-07-17 19:00:09.773494
CF,R,C. Rafaela,Mason Englert,R,2,TB,BOS,home,0.0,2026-07-17 19:00:09.773494
RF,L,Wilyer Abreu,Mason Englert,R,3,TB,BOS,home,0.0,2026-07-17 19:00:09.773494
1B,R,W. Contreras,Mason Englert,R,4,TB,BOS,home,0.0,2026-07-17 19:00:09.773494
DH,L,M. Yoshida,Mason Englert,R,5,TB,BOS,home,0.0,2026-07-17 19:00:09.773494
3B,R,Caleb Durbin,Mason Englert,R,6,TB,BOS,home,0.0,2026-07-17 19:00:09.773494
LF,L,Jarren Duran,Mason Englert,R,7,TB,BOS,home,0.0,2026-07-17 19:00:09.773494
C,R,Connor Wong,Mason Englert,R,8,TB,BOS,home,0.0,2026-07-17 19:00:09.773494
SS,L,T. Cheng,Mason Englert,R,9,TB,BOS,home,0.0,2026-07-17 19:00:09.773494
LF,L,S. Antonacci,Spencer Miles,R,1,CWS,TOR,away,0.0,2026-07-17 19:00:09.773494
1B,L,M. Murakami,Spencer Miles,R,2,CWS,TOR,away,0.0,2026-07-17 19:00:09.773494
3B,R,M. Vargas,Spencer Miles,R,3,CWS,TOR,away,0.0,2026-07-17 19:00:09.773494
SS,L,C. Montgomery,Spencer Miles,R,4,CWS,TOR,away,0.0,2026-07-17 19:00:09.773494
DH,L,A. Benintendi,Spencer Miles,R,5,CWS,TOR,away,0.0,2026-07-17 19:00:09.773494
C,L,Kyle Teel,Spencer Miles,R,6,CWS,TOR,away,0.0,2026-07-17 19:00:09.773494
RF,S,B. Montgomery,Spencer Miles,R,7,CWS,TOR,away,0.0,2026-07-17 19:00:09.773494
CF,L,T. Peters,Spencer Miles,R,8,CWS,TOR,away,0.0,2026-07-17 19:00:09.773494
2B,R,C. Meidroth,Spencer Miles,R,9,CWS,TOR,away,0.0,2026-07-17 19:00:09.773494
SS,R,E. Clement,Anthony Kay,L,1,CWS,TOR,home,0.0,2026-07-17 19:00:09.773494
1B,R,V. Guerrero,Anthony Kay,L,2,CWS,TOR,home,0.0,2026-07-17 19:00:09.773494
3B,R,K. Okamoto,Anthony Kay,L,3,CWS,TOR,home,0.0,2026-07-17 19:00:09.773494
LF,R,G. Springer,Anthony Kay,L,4,CWS,TOR,home,0.0,2026-07-17 19:00:09.773494
C,R,A. Kirk,Anthony Kay,L,5,CWS,TOR,home,0.0,2026-07-17 19:00:09.773494
CF,L,D. Varsho,Anthony Kay,L,6,CWS,TOR,home,0.0,2026-07-17 19:00:09.773494
DH,S,B. Valenzuela,Anthony Kay,L,7,CWS,TOR,home,0.0,2026-07-17 19:00:09.773494
2B,R,Luis Urias,Anthony Kay,L,8,CWS,TOR,home,0.0,2026-07-17 19:00:09.773494
RF,R,Myles Straw,Anthony Kay,L,9,CWS,TOR,home,0.0,2026-07-17 19:00:09.773494
DH,R,J. Foscue,Chris Sale,L,1,TEX,ATL,away,0.0,2026-07-17 19:00:09.773494
LF,R,W. Langford,Chris Sale,L,2,TEX,ATL,away,0.0,2026-07-17 19:00:09.773494
RF,L,B. Nimmo,Chris Sale,L,3,TEX,ATL,away,0.0,2026-07-17 19:00:09.773494
3B,R,Josh Jung,Chris Sale,L,4,TEX,ATL,away,0.0,2026-07-17 19:00:09.773494
1B,R,Jake Burger,Chris Sale,L,5,TEX,ATL,away,0.0,2026-07-17 19:00:09.773494
SS,R,E. Duran,Chris Sale,L,6,TEX,ATL,away,0.0,2026-07-17 19:00:09.773494
CF,R,Cam Cauley,Chris Sale,L,7,TEX,ATL,away,0.0,2026-07-17 19:00:09.773494
C,R,Elias Diaz,Chris Sale,L,8,TEX,ATL,away,0.0,2026-07-17 19:00:09.773494
2B,L,Nicky Lopez,Chris Sale,L,9,TEX,ATL,away,0.0,2026-07-17 19:00:09.773494
C,L,D. Baldwin,Cal Quantrill,R,1,TEX,ATL,home,0.0,2026-07-17 19:00:09.773494
2B,S,Ozzie Albies,Cal Quantrill,R,2,TEX,ATL,home,0.0,2026-07-17 19:00:09.773494
1B,L,Matt Olson,Cal Quantrill,R,3,TEX,ATL,home,0.0,2026-07-17 19:00:09.773494
CF,L,M. Harris,Cal Quantrill,R,4,TEX,ATL,home,0.0,2026-07-17 19:00:09.773494
LF,R,M. Dubon,Cal Quantrill,R,5,TEX,ATL,home,0.0,2026-07-17 19:00:09.773494
DH,L,D. Smith,Cal Quantrill,R,6,TEX,ATL,home,0.0,2026-07-17 19:00:09.773494
3B,R,Austin Riley,Cal Quantrill,R,7,TEX,ATL,home,0.0,2026-07-17 19:00:09.773494
SS,L,Jim Jarvis,Cal Quantrill,R,8,TEX,ATL,home,0.0,2026-07-17 19:00:09.773494
RF,R,B. Hicklen,Cal Quantrill,R,9,TEX,ATL,home,0.0,2026-07-17 19:00:09.773494
DH,L,Liam Hicks,Logan Henderson,R,1,MIA,MIL,away,1.0,2026-07-17 19:00:09.773494
SS,R,Otto Lopez,Logan Henderson,R,2,MIA,MIL,away,1.0,2026-07-17 19:00:09.773494
2B,S,X. Edwards,Logan Henderson,R,3,MIA,MIL,away,1.0,2026-07-17 19:00:09.773494
1B,L,Kyle Stowers,Logan Henderson,R,4,MIA,MIL,away,1.0,2026-07-17 19:00:09.773494
LF,R,H. Hernandez,Logan Henderson,R,5,MIA,MIL,away,1.0,2026-07-17 19:00:09.773494
